reference_date,model,interval_score,sharpness,underprediction,overprediction,coverage_deviation,bias,aem,scale
2021-10-17,"Reference: Fixed, Report: Fixed",5.44,3.22,1.51,0.59,0.0813,0.0491,9.38,natural
2021-10-17,"Reference: Fixed, Report: Day of week",11.5,3.35,0.154,8.01,-0.106,0.522,21,natural
2021-10-17,"Reference: Age, Report: Day of week",7.25,2.86,2.51,1.84,-0.02,0.0402,12.5,natural
2021-10-17,"Reference: Age and week, Report: Day of week",7.13,3.06,2.28,1.76,-0.00824,0.0482,12,natural
2021-10-17,"Reference: Age and week by age, Report: Day of week",10.2,2.94,7.01,0.0734,-0.11,-0.525,15.9,natural
2021-10-17,"Independent by age, Reference: Week, Report: Day of week",8.75,3.7,0.149,4.89,0.0181,0.234,16.7,natural
2021-10-17,"Independent by age, Reference: Week and day of week, Report: Day of week",5.54,3.1,0.546,1.84,0.0593,-0.0446,10.5,natural
2021-10-18,"Reference: Fixed, Report: Fixed",8.97,3.14,0.0571,5.76,-0.167,0.65,15.6,natural
2021-10-18,"Reference: Fixed, Report: Day of week",15.2,2.87,0,12.4,-0.229,0.779,23.9,natural
2021-10-18,"Reference: Age, Report: Day of week",7.76,2.45,0.849,4.46,-0.0937,0.525,13.9,natural
2021-10-18,"Reference: Age and week, Report: Day of week",7.51,2.55,0.848,4.11,-0.0799,0.527,13.5,natural
2021-10-18,"Reference: Age and week by age, Report: Day of week",5.92,2.43,2.01,1.35,-0.0733,-0.0607,12.1,natural
2021-10-18,"Independent by age, Reference: Week, Report: Day of week",12,3.01,0.075,8.87,-0.116,0.557,20.6,natural
2021-10-18,"Independent by age, Reference: Week and day of week, Report: Day of week",6.6,2.29,1.2,3.07,-0.0568,0.167,12.7,natural
2021-10-19,"Reference: Fixed, Report: Fixed",8.32,4.83,0.254,3.21,0.0667,0.306,15.2,natural
2021-10-19,"Reference: Fixed, Report: Day of week",4.44,2.97,0.193,1.26,0.114,0.253,7.62,natural
2021-10-19,"Reference: Age, Report: Day of week",7.39,2.87,4.08,0.362,0.0671,-0.238,11.7,natural
2021-10-19,"Reference: Age and week, Report: Day of week",7.69,2.85,4.45,0.304,0.0612,-0.262,13.4,natural
2021-10-19,"Reference: Age and week by age, Report: Day of week",22.2,2.2,19.8,0.00397,-0.302,-0.754,32.8,natural
2021-10-19,"Independent by age, Reference: Week, Report: Day of week",4.06,3.14,0.505,0.359,0.123,-0.0804,6.25,natural
2021-10-19,"Independent by age, Reference: Week and day of week, Report: Day of week",4.08,3.11,0.644,0.256,0.146,-0.218,6.73,natural
2021-10-20,"Reference: Fixed, Report: Fixed",15.3,6.1,8.77,0.121,-0.0181,-0.467,25.5,natural
2021-10-20,"Reference: Fixed, Report: Day of week",15.8,3.7,11.7,0.0417,-0.112,-0.579,28.9,natural
2021-10-20,"Reference: Age, Report: Day of week",29.6,3.51,25.8,0.00794,-0.302,-0.728,46.1,natural
2021-10-20,"Reference: Age and week, Report: Day of week",30.4,3.53,26.7,0.00198,-0.295,-0.766,47.3,natural
2021-10-20,"Reference: Age and week by age, Report: Day of week",57.2,2.75,54.2,0.00794,-0.459,-0.843,71,natural
2021-10-20,"Independent by age, Reference: Week, Report: Day of week",17.3,3.82,13.1,0,-0.3,-0.852,33.9,natural
2021-10-20,"Independent by age, Reference: Week and day of week, Report: Day of week",9.57,4.43,4.76,0.00198,-0.109,-0.726,20.5,natural
2021-10-21,"Reference: Fixed, Report: Fixed",14.7,5.98,8.03,0.461,-0.088,-0.365,23.1,natural
2021-10-21,"Reference: Fixed, Report: Day of week",12.3,3.8,7.63,0.52,-0.18,-0.461,23.9,natural
2021-10-21,"Reference: Age, Report: Day of week",21.4,3.63,17.2,0.25,-0.298,-0.589,36.2,natural
2021-10-21,"Reference: Age and week, Report: Day of week",21.1,3.72,16.8,0.284,-0.282,-0.581,35.9,natural
2021-10-21,"Reference: Age and week by age, Report: Day of week",35.1,3.63,31.1,0.111,-0.373,-0.72,49.9,natural
2021-10-21,"Independent by age, Reference: Week, Report: Day of week",13,3.84,8.55,0.121,-0.252,-0.622,26.9,natural
2021-10-21,"Independent by age, Reference: Week and day of week, Report: Day of week",8.89,4.18,4.13,0.218,-0.147,-0.522,19.1,natural
2021-10-22,"Reference: Fixed, Report: Fixed",15.7,5.86,9.5,0.0794,-0.0426,-0.414,23.2,natural
2021-10-22,"Reference: Fixed, Report: Day of week",8.88,3.88,4.65,0.0397,-0.00427,-0.458,18.9,natural
2021-10-22,"Reference: Age, Report: Day of week",11.7,4.05,7.14,0.0456,-0.0872,-0.565,25.6,natural
2021-10-22,"Reference: Age and week, Report: Day of week",10.8,4.18,6.09,0.0456,-0.0596,-0.529,23.9,natural
2021-10-22,"Reference: Age and week by age, Report: Day of week",20.4,4.47,15.4,0.0675,-0.181,-0.538,39,natural
2021-10-22,"Independent by age, Reference: Week, Report: Day of week",11,4.5,5.98,0.18,-0.0174,-0.485,22.1,natural
2021-10-22,"Independent by age, Reference: Week and day of week, Report: Day of week",8.58,4.83,3.04,0.435,0.0382,-0.387,16.4,natural
2021-10-23,"Reference: Fixed, Report: Fixed",21.7,5.47,15.7,0.288,-0.124,-0.392,35.4,natural
2021-10-23,"Reference: Fixed, Report: Day of week",9.5,4.29,4.41,0.578,-0.0237,-0.207,18.5,natural
2021-10-23,"Reference: Age, Report: Day of week",10.8,4.52,5.15,0.813,-0.0553,-0.206,22.5,natural
2021-10-23,"Reference: Age and week, Report: Day of week",10.2,4.68,4.4,0.855,-0.0358,-0.194,20.9,natural
2021-10-23,"Reference: Age and week by age, Report: Day of week",16.8,5.16,10.7,0.435,-0.116,-0.357,34.2,natural
2021-10-23,"Independent by age, Reference: Week, Report: Day of week",7.89,5.07,2.32,0.252,0.0655,-0.366,15,natural
2021-10-23,"Independent by age, Reference: Week and day of week, Report: Day of week",7.55,5.13,2.06,0.159,0.0974,-0.359,13.6,natural
2021-10-24,"Reference: Fixed, Report: Fixed",16,4.36,11.3,0.0536,-0.0475,-0.369,28.2,natural
2021-10-24,"Reference: Fixed, Report: Day of week",8.12,3.91,3.75,0.348,0.0336,-0.0402,12.2,natural
2021-10-24,"Reference: Age, Report: Day of week",7.41,4.12,2.9,0.302,0.0525,0.00893,10.9,natural
2021-10-24,"Reference: Age and week, Report: Day of week",7.41,4.19,2.86,0.274,0.0624,0.0375,10.3,natural
2021-10-24,"Reference: Age and week by age, Report: Day of week",10.2,4.78,5.01,0.135,0.0297,-0.205,17.7,natural
2021-10-24,"Independent by age, Reference: Week, Report: Day of week",6.76,4.54,1.65,0.418,0.121,-0.254,11.1,natural
2021-10-24,"Independent by age, Reference: Week and day of week, Report: Day of week",11.6,3.68,7.59,0.0119,-0.0754,-0.572,21.6,natural
2021-10-25,"Reference: Fixed, Report: Fixed",11.3,3.9,0.862,6.44,-0.284,0.69,21.9,natural
2021-10-25,"Reference: Fixed, Report: Day of week",6.8,2.82,0.0143,3.97,-0.219,0.771,13.1,natural
2021-10-25,"Reference: Age, Report: Day of week",7.77,3.03,0.0107,4.73,-0.231,0.763,14.9,natural
2021-10-25,"Reference: Age and week, Report: Day of week",7.46,3,0.0196,4.44,-0.215,0.742,13.9,natural
2021-10-25,"Reference: Age and week by age, Report: Day of week",8.81,3.78,0.0402,4.99,-0.195,0.73,15.8,natural
2021-10-25,"Independent by age, Reference: Week, Report: Day of week",6.78,3.11,0.0125,3.66,-0.098,0.704,13.3,natural
2021-10-25,"Independent by age, Reference: Week and day of week, Report: Day of week",4.03,2.37,0.884,0.674,0.0232,0.223,7.57,natural
2021-10-26,"Reference: Fixed, Report: Fixed",10.8,5.75,1.4,3.55,0.0149,0.187,21.7,natural
2021-10-26,"Reference: Fixed, Report: Day of week",6.15,3.23,1.97,0.797,0.0323,-0.0455,12.3,natural
2021-10-26,"Reference: Age, Report: Day of week",8.83,3.62,3.59,1.48,-0.0191,-0.0643,16.1,natural
2021-10-26,"Reference: Age and week, Report: Day of week",9.94,3.56,4.85,1.35,-0.0694,-0.125,17.5,natural
2021-10-26,"Reference: Age and week by age, Report: Day of week",13.1,4.29,8.17,0.393,-0.0908,-0.496,23.6,natural
2021-10-26,"Independent by age, Reference: Week, Report: Day of week",7.91,3.89,2,1.88,-0.00275,-0.0179,15.6,natural
2021-10-26,"Independent by age, Reference: Week and day of week, Report: Day of week",7.75,3.78,2.33,1.47,-0.00275,-0.0973,15.2,natural
2021-10-27,"Reference: Fixed, Report: Fixed",20.7,7.18,12.9,0.239,-0.0701,-0.315,33.5,natural
2021-10-27,"Reference: Fixed, Report: Day of week",24.7,4.01,20.3,0.0774,-0.213,-0.482,40.7,natural
2021-10-27,"Reference: Age, Report: Day of week",27.5,4.53,22.6,0.14,-0.211,-0.438,44.4,natural
