model,nowcast_date,max_rhat,divergent_transitions,per_divergent_transitions,max_treedepth,no_at_max_treedepth,per_at_max_treedepth,run_time,failure,id
"Reference: Fixed, Report: Fixed",2021-11-30,1.01,0,0,8,2000,1,1163.7,,61
"Reference: Fixed, Report: Fixed",2021-12-01,1.01,0,0,8,2000,1,1085,,62
"Reference: Fixed, Report: Fixed",2021-12-02,1.01,0,0,8,1999,0.9995,1290.2,,63
"Reference: Fixed, Report: Fixed",2021-12-03,1.01,0,0,8,2000,1,1935.5,,64
"Reference: Fixed, Report: Fixed",2021-12-04,1.01,0,0,8,2000,1,1684.8,,65
"Reference: Fixed, Report: Fixed",2021-12-05,1.01,0,0,8,2000,1,1137.2,,66
"Reference: Fixed, Report: Fixed",2021-12-06,1.01,0,0,8,2000,1,1259.1,,67
"Reference: Fixed, Report: Fixed",2021-12-07,1.01,0,0,8,1604,0.802,1204.2,,68
"Reference: Fixed, Report: Fixed",2021-12-08,1.01,0,0,8,2000,1,2107.3,,69
"Reference: Fixed, Report: Fixed",2021-12-09,1.01,0,0,8,1997,0.9985,1170,,70
"Reference: Fixed, Report: Fixed",2021-12-10,1.01,0,0,8,2000,1,1186.3,,71
"Reference: Fixed, Report: Fixed",2021-12-11,1.01,0,0,8,2000,1,1233.5,,72
"Reference: Fixed, Report: Fixed",2021-12-12,1.01,0,0,8,2000,1,1305.2,,73
"Reference: Fixed, Report: Fixed",2021-12-13,1.01,0,0,8,2000,1,1151.3,,74
"Reference: Fixed, Report: Fixed",2021-12-14,1.01,0,0,8,1760,0.88,1256.8,,75
"Reference: Fixed, Report: Fixed",2021-12-15,1.01,0,0,8,1999,0.9995,1303,,76
"Reference: Fixed, Report: Fixed",2021-12-16,1.01,0,0,8,2000,1,2173.6,,77
"Reference: Fixed, Report: Fixed",2021-12-17,1.02,0,0,8,998,0.998,2152,,78
"Reference: Fixed, Report: Fixed",2021-12-18,1.01,0,0,8,2000,1,1167.6,,79
"Reference: Fixed, Report: Fixed",2021-12-19,1.01,0,0,8,2000,1,2150.5,,80
"Reference: Fixed, Report: Fixed",2021-12-20,1.01,0,0,8,1993,0.9965,1983.1,,81
"Reference: Fixed, Report: Fixed",2021-12-21,1.01,0,0,8,1994,0.997,1491.8,,82
"Reference: Fixed, Report: Fixed",2021-12-22,1.01,0,0,8,1945,0.9725,1154.2,,83
"Reference: Fixed, Report: Fixed",2021-12-23,1.01,0,0,8,1995,0.9975,2084.2,,84
"Reference: Fixed, Report: Fixed",2021-12-24,1.01,0,0,8,1998,0.999,1310,,85
"Reference: Fixed, Report: Fixed",2021-12-25,1.01,0,0,8,1996,0.998,1203.1,,86
"Reference: Fixed, Report: Fixed",2021-12-26,1.01,0,0,8,1992,0.996,1124.1,,87
"Reference: Fixed, Report: Fixed",2021-12-27,1.01,0,0,8,1758,0.879,1706.4,,88
"Reference: Fixed, Report: Fixed",2021-12-28,1.01,0,0,8,1753,0.8765,1287.9,,89
"Reference: Fixed, Report: Fixed",2021-12-29,1.01,0,0,8,1968,0.984,2042,,90
"Reference: Fixed, Report: Fixed",2021-12-30,1.01,0,0,8,2000,1,1176.8,,91
"Reference: Fixed, Report: Fixed",2021-12-31,1.01,0,0,8,1978,0.989,2041.7,,92
"Reference: Fixed, Report: Fixed",2022-01-01,1.01,0,0,8,1759,0.8795,1985.1,,93
"Reference: Fixed, Report: Fixed",2022-01-02,1.01,0,0,8,1916,0.958,1950.9,,94
"Reference: Fixed, Report: Fixed",2022-01-03,1.01,0,0,8,1886,0.943,1131.6,,95
"Reference: Fixed, Report: Fixed",2022-01-04,1.01,0,0,8,1992,0.996,1231.6,,96
"Reference: Fixed, Report: Fixed",2022-01-05,1.01,0,0,8,1987,0.9935,1217.7,,97
"Reference: Fixed, Report: Fixed",2022-01-06,1.01,0,0,8,2000,1,1271.4,,98
"Reference: Fixed, Report: Fixed",2022-01-07,1.01,0,0,8,1998,0.999,1786.1,,99
"Reference: Fixed, Report: Fixed",2022-01-08,1.01,0,0,8,1868,0.934,1266,,100
"Reference: Fixed, Report: Fixed",2022-01-09,1.01,0,0,8,1674,0.837,1311.5,,101
"Reference: Fixed, Report: Fixed",2022-01-10,1.01,0,0,8,1152,0.576,1899.4,,102
"Reference: Fixed, Report: Fixed",2022-01-11,1.01,0,0,8,1961,0.9805,1393.2,,103
"Reference: Fixed, Report: Fixed",2022-01-12,1.01,0,0,8,1983,0.9915,2022.4,,104
"Reference: Fixed, Report: Fixed",2022-01-13,1.01,0,0,8,1996,0.998,2065.3,,105
"Reference: Fixed, Report: Fixed",2022-01-14,1.01,0,0,8,1995,0.9975,1818.8,,106
"Reference: Fixed, Report: Fixed",2022-01-15,1.01,0,0,8,2000,1,1154.1,,107
"Reference: Fixed, Report: Fixed",2022-01-16,1.01,0,0,8,1996,0.998,1286.5,,108
"Reference: Fixed, Report: Fixed",2022-01-17,1.01,0,0,8,2000,1,2232.6,,109
"Reference: Fixed, Report: Fixed",2022-01-18,1.01,0,0,8,1875,0.9375,1843.8,,110
"Reference: Fixed, Report: Fixed",2022-01-19,1.01,0,0,8,1963,0.9815,1144.7,,111
"Reference: Fixed, Report: Fixed",2022-01-20,1.01,0,0,8,2000,1,1808.3,,112
"Reference: Fixed, Report: Fixed",2022-01-21,1.01,0,0,8,1996,0.998,2059.4,,113
"Reference: Fixed, Report: Fixed",2022-01-22,1.01,0,0,8,2000,1,2058.9,,114
"Reference: Fixed, Report: Fixed",2022-01-23,1.01,0,0,8,1928,0.964,2169.5,,115
"Reference: Fixed, Report: Fixed",2022-01-24,1.01,0,0,8,1999,0.9995,2143.7,,116
"Reference: Fixed, Report: Fixed",2022-01-25,1.01,0,0,8,2000,1,1874.5,,117
"Reference: Fixed, Report: Fixed",2022-01-26,1.01,0,0,8,2000,1,2145.3,,118
"Reference: Fixed, Report: Fixed",2022-01-27,1.01,0,0,8,1999,0.9995,2143.9,,119
"Reference: Fixed, Report: Fixed",2022-01-28,1.01,0,0,8,2000,1,2010.2,,120
"Reference: Fixed, Report: Fixed",2022-01-29,1.01,0,0,8,2000,1,1975.3,,121
"Reference: Fixed, Report: Fixed",2022-01-30,1.01,0,0,8,1999,0.9995,1871.9,,122
"Reference: Fixed, Report: Fixed",2022-01-31,1.01,0,0,8,2000,1,1195.3,,123
"Reference: Fixed, Report: Fixed",2022-02-01,1.01,0,0,8,1941,0.9705,1347.5,FALSE,124
"Reference: Fixed, Report: Fixed",2022-02-02,1.01,0,0,8,2000,1,2723.7,FALSE,125
"Reference: Fixed, Report: Fixed",2022-02-03,1.01,0,0,8,2000,1,2721.7,FALSE,126
"Reference: Fixed, Report: Fixed",2022-02-04,1.01,0,0,8,2000,1,1383.7,FALSE,127
"Reference: Fixed, Report: Fixed",2022-02-05,1.01,0,0,8,2000,1,1364.7,FALSE,128
"Reference: Fixed, Report: Fixed",2022-02-06,1.01,0,0,8,2000,1,2718.2,FALSE,129
"Reference: Fixed, Report: Fixed",2022-02-07,1.01,0,0,8,1999,0.9995,1342.7,FALSE,130
"Reference: Fixed, Report: Fixed",2022-02-08,1.01,0,0,8,1999,0.9995,3500.3,FALSE,131
"Reference: Fixed, Report: Fixed",2022-02-09,1.01,0,0,8,2000,1,2739.5,FALSE,132
"Reference: Fixed, Report: Fixed",2022-02-10,1.01,0,0,9,2000,1,5451.5,FALSE,133
"Reference: Fixed, Report: Fixed",2022-02-11,1.01,0,0,9,2000,1,5053,FALSE,134
"Reference: Fixed, Report: Fixed",2022-02-12,1.01,0,0,8,2000,1,2800.7,FALSE,135
"Reference: Fixed, Report: Fixed",2022-02-13,1.01,0,0,8,2000,1,2704.8,FALSE,136
"Reference: Fixed, Report: Fixed",2022-02-14,1.01,0,0,8,1979,0.9895,2692.3,FALSE,137
"Reference: Fixed, Report: Fixed",2022-02-15,1.01,0,0,8,2000,1,1705.5,FALSE,138
"Reference: Fixed, Report: Fixed",2022-02-16,1.01,0,0,8,2000,1,2679.7,FALSE,139
"Reference: Fixed, Report: Fixed",2022-02-17,1.01,0,0,8,2000,1,2643.6,FALSE,140
"Reference: Fixed, Report: Fixed",2022-02-18,1.01,0,0,8,2000,1,2719.8,FALSE,141
"Reference: Fixed, Report: Fixed",2022-02-19,1.01,0,0,8,1971,0.9855,2769.8,FALSE,142
"Reference: Fixed, Report: Fixed",2022-02-20,1.01,0,0,8,2000,1,2657.6,FALSE,143
"Reference: Fixed, Report: Fixed",2022-02-21,1.01,0,0,8,2000,1,1674.5,FALSE,144
"Reference: Fixed, Report: Fixed",2022-02-22,1.01,0,0,8,2000,1,1758,FALSE,145
"Reference: Fixed, Report: Fixed",2022-02-23,1.01,0,0,8,1999,0.9995,2724.4,FALSE,146
"Reference: Fixed, Report: Fixed",2022-02-24,1.01,0,0,8,2000,1,2716.2,FALSE,147
"Reference: Fixed, Report: Fixed",2022-02-25,1.01,0,0,8,2000,1,2814.7,FALSE,148
"Reference: Fixed, Report: Fixed",2022-02-26,1.01,0,0,8,2000,1,2799.8,FALSE,149
"Reference: Fixed, Report: Fixed",2022-02-27,1.01,0,0,8,1981,0.9905,1326.7,FALSE,150
"Reference: Fixed, Report: Fixed",2022-02-28,1.02,0,0,8,1997,0.9985,1442.3,FALSE,151
"Reference: Fixed, Report: Fixed",2022-03-01,1.01,0,0,8,1996,0.998,1384.6,FALSE,152
"Reference: Fixed, Report: Fixed",2022-03-02,1.01,0,0,8,1991,0.9955,2628.4,FALSE,153
"Reference: Fixed, Report: Fixed",2022-03-03,1.01,0,0,8,1997,0.9985,2783.2,FALSE,154
"Reference: Fixed, Report: Fixed",2022-03-04,1.01,0,0,8,2000,1,1559.7,FALSE,155
"Reference: Fixed, Report: Fixed",2022-03-05,1.01,0,0,8,2000,1,1398.8,FALSE,156
"Reference: Fixed, Report: Fixed",2022-03-06,1.01,0,0,8,2000,1,1332,FALSE,157
"Reference: Fixed, Report: Fixed",2022-03-07,1.01,0,0,8,1938,0.969,2596.7,FALSE,158
"Reference: Fixed, Report: Fixed",2022-03-08,1.02,0,0,8,1330,0.665,2806.5,FALSE,159
"Reference: Fixed, Report: Fixed",2022-03-09,1.01,0,0,8,1979,0.9895,2742.3,FALSE,160
"Reference: Fixed, Report: Fixed",2022-03-10,1.01,0,0,8,1804,0.902,2618.9,FALSE,161
"Reference: Fixed, Report: Fixed",2022-03-11,1.01,0,0,8,1955,0.9775,1380.5,FALSE,162
"Reference: Fixed, Report: Fixed",2022-03-12,1.01,0,0,8,1993,0.9965,1368.3,FALSE,163
"Reference: Fixed, Report: Fixed",2022-03-13,1.02,0,0,8,1890,0.945,2650.7,FALSE,164
"Reference: Fixed, Report: Fixed",2022-03-14,1.01,0,0,8,1589,0.7945,2638.2,FALSE,165
"Reference: Fixed, Report: Fixed",2022-03-15,1.01,0,0,8,1890,0.945,2882.4,FALSE,166
"Reference: Fixed, Report: Fixed",2022-03-16,1.01,0,0,8,1911,0.9555,2669.8,FALSE,167
"Reference: Fixed, Report: Fixed",2022-03-17,1.01,0,0,8,1147,0.5735,1265.9,FALSE,168
"Reference: Fixed, Report: Fixed",2022-03-18,1.01,0,0,8,1661,0.8305,1248.2,FALSE,169
"Reference: Fixed, Report: Fixed",2022-03-19,1.01,0,0,8,1925,0.9625,2632.5,FALSE,170
"Reference: Fixed, Report: Fixed",2022-03-20,1.01,0,0,8,1992,0.996,2611.4,FALSE,171
"Reference: Fixed, Report: Fixed",2022-03-21,1.01,0,0,8,1907,0.9535,1540.3,FALSE,172
"Reference: Fixed, Report: Fixed",2022-03-22,1.01,0,0,8,1999,0.9995,2686.3,FALSE,173
"Reference: Fixed, Report: Fixed",2022-03-23,1.01,0,0,8,1102,0.551,2595.4,FALSE,174
"Reference: Fixed, Report: Fixed",2022-03-24,1.01,0,0,8,1995,0.9975,1553.1,FALSE,175
"Reference: Fixed, Report: Fixed",2022-03-25,1.01,0,0,8,1994,0.997,1387,FALSE,176
"Reference: Fixed, Report: Fixed",2022-03-26,1.01,0,0,8,1979,0.9895,2758.6,FALSE,177
"Reference: Fixed, Report: Fixed",2022-03-27,1.01,0,0,8,1989,0.9945,2656.6,FALSE,178
"Reference: Fixed, Report: Fixed",2022-03-28,1.01,0,0,8,992,0.496,2618.6,FALSE,179
"Reference: Fixed, Report: Fixed",2022-03-29,1.01,0,0,8,1999,0.9995,1324.9,FALSE,180
"Reference: Fixed, Report: Fixed",2022-03-30,1.01,0,0,8,1988,0.994,2661.8,FALSE,181
"Reference: Fixed, Report: Fixed",2022-03-31,1.01,0,0,8,1992,0.996,1342.9,FALSE,182
"Reference: Fixed, Report: Fixed",2022-04-01,1.01,0,0,8,1999,0.9995,2831.4,FALSE,183
"Reference: Fixed, Report: Fixed",2022-04-02,1.02,0,0,8,2000,1,1372.5,FALSE,184
"Reference: Fixed, Report: Fixed",2022-04-03,1.02,0,0,8,1989,0.9945,1321.1,FALSE,185
"Reference: Fixed, Report: Fixed",2022-04-04,1.03,0,0,8,1829,0.9145,1374,FALSE,186
"Reference: Fixed, Report: Fixed",2022-04-05,1.01,0,0,8,1918,0.959,2658.8,FALSE,187
"Reference: Fixed, Report: Fixed",2022-04-06,1.01,0,0,8,2000,1,2721,FALSE,188
"Reference: Fixed, Report: Fixed",2022-04-07,1.01,0,0,8,1994,0.997,2754.8,FALSE,189
"Reference: Fixed, Report: Fixed",2022-04-08,1.01,0,0,8,2000,1,1380,FALSE,190
"Reference: Fixed, Report: Fixed",2022-04-09,1.01,0,0,8,1992,0.996,1384.5,FALSE,191
"Reference: Fixed, Report: Fixed",2022-04-10,1.01,0,0,8,1830,0.915,1321.8,FALSE,192
"Reference: Fixed, Report: Fixed",2022-04-11,1.01,0,0,8,2000,1,2698.3,FALSE,193
"Reference: Fixed, Report: Fixed",2022-04-12,1.01,0,0,8,1984,0.992,2674.6,FALSE,194
"Reference: Fixed, Report: Fixed",2022-04-13,1.01,0,0,8,1464,0.732,2601.5,FALSE,195
"Reference: Fixed, Report: Fixed",2022-04-14,1.01,0,0,8,1962,0.981,1355.7,FALSE,196
"Reference: Fixed, Report: Fixed",2022-04-15,1.01,0,0,8,2000,1,1325.5,FALSE,197
"Reference: Fixed, Report: Fixed",2022-04-16,1.04,0,0,8,1942,0.971,2590.5,FALSE,198
"Reference: Fixed, Report: Fixed",2022-04-17,1.01,0,0,8,2000,1,2505.2,FALSE,199
"Reference: Fixed, Report: Fixed",2022-04-18,1.01,0,0,8,1998,0.999,1328.5,FALSE,200
"Reference: Fixed, Report: Fixed",2022-04-19,1.01,0,0,8,1990,0.995,2636.9,FALSE,201
"Reference: Fixed, Report: Fixed",2022-04-20,1.01,0,0,8,1998,0.999,1287.3,FALSE,202
"Reference: Fixed, Report: Fixed",2022-04-21,1.01,0,0,8,1999,0.9995,1288.9,FALSE,203
"Reference: Fixed, Report: Fixed",2022-04-22,1.01,0,0,8,1978,0.989,1287.7,FALSE,204
"Reference: Fixed, Report: Fixed",2022-04-23,1.01,0,0,8,1997,0.9985,2573.1,FALSE,205
"Reference: Fixed, Report: Fixed",2022-04-24,1.01,0,0,8,1993,0.9965,2584.8,FALSE,206
"Reference: Fixed, Report: Fixed",2022-04-25,1.01,0,0,8,1989,0.9945,2564.5,FALSE,207
"Reference: Fixed, Report: Day of week",2021-10-01,1.01,0,0,8,2000,1,1711.5,,208
"Reference: Fixed, Report: Day of week",2021-10-02,1.02,0,0,8,2000,1,1724.3,,209
"Reference: Fixed, Report: Day of week",2021-10-03,1.01,0,0,8,2000,1,1715.6,,210
"Reference: Fixed, Report: Day of week",2021-10-04,1.01,0,0,8,2000,1,1746.1,,211
"Reference: Fixed, Report: Day of week",2021-10-05,1.01,0,0,8,1998,0.999,1745.8,,212
"Reference: Fixed, Report: Day of week",2021-10-06,1.02,0,0,8,2000,1,1745.1,,213
"Reference: Fixed, Report: Day of week",2021-10-07,1.01,0,0,8,2000,1,1768.2,,214
"Reference: Fixed, Report: Day of week",2021-10-08,1.01,0,0,8,2000,1,1796.6,,215
"Reference: Fixed, Report: Day of week",2021-10-09,1.01,0,0,8,2000,1,1810.2,,216
"Reference: Fixed, Report: Day of week",2021-10-10,1.01,0,0,8,2000,1,1826.2,,217
"Reference: Fixed, Report: Day of week",2021-10-11,1.01,0,0,8,2000,1,1821.2,,218
"Reference: Fixed, Report: Day of week",2021-10-12,1.01,0,0,8,2000,1,1832.2,,219
"Reference: Fixed, Report: Day of week",2021-10-13,1.01,0,0,8,2000,1,1833,,220
"Reference: Fixed, Report: Day of week",2021-10-14,1.02,0,0,8,2000,1,1856.1,,221
"Reference: Fixed, Report: Day of week",2021-10-15,1.01,0,0,8,2000,1,1751.4,,222
"Reference: Fixed, Report: Day of week",2021-10-16,1.01,0,0,8,2000,1,1745.1,,223
"Reference: Fixed, Report: Day of week",2021-10-17,1.01,0,0,8,2000,1,1752.9,,224
"Reference: Fixed, Report: Day of week",2021-10-18,1.01,0,0,8,2000,1,1744.7,,225
"Reference: Fixed, Report: Day of week",2021-10-19,1.01,0,0,8,2000,1,1765.5,,226
"Reference: Fixed, Report: Day of week",2021-10-20,1.01,0,0,8,2000,1,1796.7,,227
"Reference: Fixed, Report: Day of week",2021-10-21,1.01,0,0,8,2000,1,1742.7,,228
"Reference: Fixed, Report: Day of week",2021-10-22,1.01,0,0,8,2000,1,1781.6,,229
"Reference: Fixed, Report: Day of week",2021-10-23,1.01,0,0,8,2000,1,1749.4,,230
"Reference: Fixed, Report: Day of week",2021-10-24,1.01,0,0,8,2000,1,1763.8,,231
"Reference: Fixed, Report: Day of week",2021-10-25,1.01,0,0,8,2000,1,1771.8,,232
"Reference: Fixed, Report: Day of week",2021-10-26,1.01,0,0,8,2000,1,1761.3,,233
"Reference: Fixed, Report: Day of week",2021-10-27,1.01,0,0,8,2000,1,1794.3,,234
"Reference: Fixed, Report: Day of week",2021-10-28,1.01,0,0,8,2000,1,1769.5,,235
"Reference: Fixed, Report: Day of week",2021-10-29,1.01,0,0,8,2000,1,1782.1,,236
"Reference: Fixed, Report: Day of week",2021-10-30,1.04,0,0,8,2000,1,1768.6,,237
"Reference: Fixed, Report: Day of week",2021-10-31,1.02,0,0,8,2000,1,1759.1,,238
"Reference: Fixed, Report: Day of week",2021-11-01,1.01,0,0,9,4,0.002,1792,,239
"Reference: Fixed, Report: Day of week",2021-11-02,1.01,0,0,8,2000,1,1672.7,,240
"Reference: Fixed, Report: Day of week",2021-11-03,1.01,0,0,9,100,0.05,1858.4,,241
"Reference: Fixed, Report: Day of week",2021-11-04,1.01,0,0,8,2000,1,1745.7,,242
"Reference: Fixed, Report: Day of week",2021-11-05,1.01,0,0,8,2000,1,3927.9,,243
"Reference: Fixed, Report: Day of week",2021-11-06,1.02,0,0,8,2000,1,2727.7,,244
"Reference: Fixed, Report: Day of week",2021-11-07,1.01,0,0,8,2000,1,2419.7,,245
"Reference: Fixed, Report: Day of week",2021-11-08,1.01,0,0,8,2000,1,2220.6,,246
"Reference: Fixed, Report: Day of week",2021-11-09,1.01,0,0,8,2000,1,2330.6,,247
"Reference: Fixed, Report: Day of week",2021-11-10,1.01,0,0,8,2000,1,2257,,248
"Reference: Fixed, Report: Day of week",2021-11-11,1.01,0,0,8,2000,1,2127.6,,249
"Reference: Fixed, Report: Day of week",2021-11-12,1.01,0,0,9,103,0.0515,2294.6,,250
"Reference: Fixed, Report: Day of week",2021-11-13,1.02,0,0,9,2,0.001,2077.9,,251
"Reference: Fixed, Report: Day of week",2021-11-14,1.01,0,0,8,2000,1,1882.6,,252
"Reference: Fixed, Report: Day of week",2021-11-15,1.01,0,0,8,2000,1,1903.2,,253
"Reference: Fixed, Report: Day of week",2021-11-16,1.02,0,0,8,2000,1,1956.9,,254
"Reference: Fixed, Report: Day of week",2021-11-17,1.02,0,0,8,2000,1,2013.2,,255
"Reference: Fixed, Report: Day of week",2021-11-18,1.01,0,0,9,31,0.0155,2043,,256
"Reference: Fixed, Report: Day of week",2021-11-19,1.01,0,0,9,6,0.003,2051.8,,257
"Reference: Fixed, Report: Day of week",2021-11-20,1.01,0,0,9,946,0.473,2698.9,,258
"Reference: Fixed, Report: Day of week",2021-11-21,1.01,0,0,9,371,0.1855,2339.8,,259
"Reference: Fixed, Report: Day of week",2021-11-22,1.02,0,0,9,74,0.037,2089.3,,260
"Reference: Fixed, Report: Day of week",2021-11-23,1.01,0,0,8,2000,1,1772.9,,261
"Reference: Fixed, Report: Day of week",2021-11-24,1.01,0,0,9,742,0.371,2056.7,,262
"Reference: Fixed, Report: Day of week",2021-11-25,1.01,0,0,9,4,0.002,1593.1,,263
"Reference: Fixed, Report: Day of week",2021-11-26,1.01,0,0,9,13,0.0065,3455.6,,264
"Reference: Fixed, Report: Day of week",2021-11-27,1.01,0,0,9,533,0.2665,2366.7,,265
"Reference: Fixed, Report: Day of week",2021-11-28,1.01,0,0,8,2000,1,1446.8,,266
"Reference: Fixed, Report: Day of week",2021-11-29,1.01,0,0,8,2000,1,1479.4,,267
"Reference: Fixed, Report: Day of week",2021-11-30,1.01,0,0,8,2000,1,1516.7,,268
"Reference: Fixed, Report: Day of week",2021-12-01,1.01,0,0,9,22,0.011,1562.4,,269
"Reference: Fixed, Report: Day of week",2021-12-02,1.01,0,0,9,3,0.0015,1748.2,,270
"Reference: Fixed, Report: Day of week",2021-12-03,1.02,0,0,8,2000,1,2325.6,,271
"Reference: Fixed, Report: Day of week",2021-12-04,1.01,0,0,9,608,0.304,2572.7,,272
"Reference: Fixed, Report: Day of week",2021-12-05,1.01,0,0,9,4,0.002,1386.5,,273
"Reference: Fixed, Report: Day of week",2021-12-06,1.01,0,0,9,13,0.0065,1430.3,,274
"Reference: Fixed, Report: Day of week",2021-12-07,1.01,0,0,8,2000,1,1579,,275
